,Country,Year,Biogas CHP,Coal and peat CHP,Liquid biofuels CHP,Natural gas CHP,Nuclear CHP,Oil CHP,Other non-renewable energy CHP,Renewable municipal waste CHP,Solid biofuels CHP,Biogas comm,Coal and peat comm,Geothermal energy comm,Liquid biofuels comm,Natural gas comm,Oil comm,Other non-renewable energy comm,Other renewable energy comm,Renewable municipal waste comm,Solar thermal energy comm,Solid biofuels comm,Solid Fossil Fuels Dependency,Oil and Petroleum (no boifuel) Dependency,Natural Gas Dependency,Biogas Cap,Fossil fuels n.e.s. Cap,Geothermal energy Cap,Liquid biofuels Cap,Marine energy Cap,Mixed Hydro Plants Cap,Nuclear Cap,Offshore wind energy Cap,Onshore wind energy Cap,Other non-renewable energy Cap,Pumped storage Cap,Renewable hydropower Cap,Renewable municipal waste Cap,Solar photovoltaic Cap,Solid biofuels Cap,Medium Household Electricity Prices (kW-hr),Medium Household Gas Prices (gJ),Population,Multiple renewables* Inv,Onshore wind energy Inv
385,Lithuania,2017,85.0,0.0,0.0,6316.0,0.0,59.0,6997.0,688.0,5173.0,0.0,311.0,15.0,0.0,3629.0,255.0,5561.0,0.0,0.0,0.0,17657.0,107.802,94.995,99.32,25.0,1742.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,36.5,760.0,117.0,8.5,73.75,45.0,0.1116,10.14,2828403,26.75,0.0
386,Lithuania,2018,119.0,0.0,0.0,6397.0,0.0,109.0,6947.0,415.0,5673.0,0.0,323.0,0.0,0.0,3996.0,293.0,5038.0,0.0,0.0,0.0,16594.0,99.009,98.438,98.92,35.0,1720.0,0.0,0.0,0.0,0.0,0.0,0.0,533.0,38.0,760.0,117.0,7.0,82.0,62.0,0.1097,11.09,2801543,8.93,0.0
387,Lithuania,2019,103.0,0.0,0.0,4732.0,0.0,26.0,7022.0,465.0,5859.0,0.0,213.0,0.0,0.0,2740.0,158.0,4819.0,0.0,0.0,0.0,16641.0,108.103,100.828,99.965,35.0,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,534.0,40.0,760.0,117.0,7.0,103.0,63.0,0.1255,12.5096,2794137,0.0,0.0
388,Lithuania,2020,97.0,0.0,0.0,3762.0,0.0,87.0,7701.0,707.0,6040.0,0.0,143.0,0.0,0.0,1982.0,117.0,1879.0,0.0,0.0,0.0,15404.0,87.876,102.673,98.929,36.0,1738.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,56.0,760.0,117.0,17.0,164.0,63.0,0.1426,10.0391,2794885,77.1,0.0
389,Lithuania,2021,100.0,0.0,0.0,4848.0,0.0,144.0,8455.0,1451.0,6231.0,0.0,144.0,0.0,0.0,3171.0,334.0,2413.0,0.0,0.0,0.0,17285.0,91.868,101.702,100.824,37.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,671.0,56.5,760.0,117.0,20.5,255.0,58.0,0.1348,7.7413,2800839,0.0,0.0
402,Luxembourg,2011,36.907,0.0,0.0,2938.78,0.0,3.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.578,7.977,0.0,0.0,0.0,0.0,96.72,98.703,99.685,100.0,9.9,491.34,0.0,0.0,0.0,0.0,0.0,0.0,44.53,9.6,1100.0,34.31,9.6,40.67,0.0,0.1678,14.19,518347,,
403,Luxembourg,2012,43.441,0.0,0.0,2868.61,0.0,3.634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.638,8.975,0.0,0.0,0.0,0.0,103.263,98.005,100.461,100.0,10.06,492.5,0.0,0.0,0.0,0.0,0.0,0.0,58.33,9.6,1100.0,34.31,9.6,74.65,0.0,0.1696,16.06,530946,,
404,Luxembourg,2013,46.886,0.0,0.0,2962.38,0.0,1.756,0.0,0.0,31.211,0.0,0.0,0.0,0.0,97.304,8.321,0.0,0.0,0.0,0.0,108.419,94.572,100.325,100.0,9.97,492.5,0.0,0.0,0.0,0.0,0.0,0.0,58.33,9.6,1100.0,34.31,9.6,95.02,3.75,0.1665,17.34,543360,,
405,Luxembourg,2014,76.846,0.0,0.0,1914.14,0.0,2.035,0.0,0.0,335.576,0.0,0.0,0.0,0.0,64.974,6.422,0.0,0.0,0.0,0.0,124.675,106.827,100.228,100.0,10.44,492.5,0.0,0.0,0.0,0.0,0.0,0.0,58.34,8.63,1296.0,34.31,8.63,109.93,3.75,0.1738,14.78,556319,,
406,Luxembourg,2015,79.988,0.0,0.0,1685.35,0.0,3.913,0.0,0.0,380.746,0.0,0.0,0.0,0.0,41.29,6.677,0.0,0.0,0.0,0.058,164.63,99.841,99.295,100.0,11.9,480.57,0.0,0.0,0.0,0.0,0.0,0.0,63.79,8.63,1296.0,34.27,8.63,116.27,3.92,0.1767,13.77,569604,,
407,Luxembourg,2016,85.68,0.0,0.0,1674.62,0.0,9.261,0.0,0.0,387.612,0.0,0.0,0.0,0.0,95.298,8.06,0.0,0.0,0.0,0.051,170.932,106.764,100.039,100.0,12.27,104.41,0.0,0.0,0.0,0.0,0.0,0.0,119.69,8.63,1296.0,34.32,8.63,121.9,3.92,0.1698,12.62,582014,,
408,Luxembourg,2017,85.651,0.0,0.0,1545.9,0.0,3.615,0.0,0.0,760.142,0.0,0.0,0.0,0.0,178.841,10.448,0.0,0.0,0.0,0.057,174.715,96.213,99.708,100.0,12.27,83.15,0.0,0.0,0.0,0.0,0.0,0.0,119.69,8.63,1296.0,34.55,8.63,128.1,14.82,0.1615,11.6,596336,,
409,Luxembourg,2018,98.748,0.0,0.0,1309.39,0.0,1.852,0.0,0.0,1334.667,0.0,0.0,0.0,0.0,189.625,8.441,0.0,0.0,0.0,0.061,172.493,100.888,99.733,100.0,12.2,83.15,0.0,0.0,0.0,0.0,0.0,0.0,122.89,8.63,1296.0,34.47,8.63,130.62,15.15,0.1671,11.4113,607950,,
410,Luxembourg,2019,105.106,0.0,0.0,1261.54,0.0,2.072,0.0,0.0,2286.055,0.0,0.0,0.0,0.0,184.689,8.315,0.0,0.0,0.0,0.065,185.502,93.136,100.371,100.0,12.2,84.12,0.0,0.0,0.0,0.0,0.0,0.0,135.79,8.63,1296.0,34.47,8.63,159.74,35.15,0.1798,12.4363,620001,,
411,Luxembourg,2020,107.201,0.0,0.0,1251.43,0.0,1.675,49.399,30.021,3845.444,0.0,0.0,0.0,0.0,167.118,5.174,0.0,0.0,0.0,0.066,188.252,112.266,99.926,100.0,12.31,73.38,0.0,0.0,0.0,0.0,0.0,0.0,152.74,8.63,1296.0,34.53,8.63,186.64,35.15,0.1986,11.4407,630419,,
412,Luxembourg,2021,116.633,0.0,0.0,1327.16,0.0,0.267,68.663,41.728,4129.089,0.0,0.0,0.0,0.0,279.106,2.816,0.0,0.0,0.0,0.058,210.184,97.369,99.85,100.0,12.42,69.43,0.0,0.0,0.0,0.0,0.0,0.0,136.44,8.63,1296.0,34.53,8.63,277.16,35.15,0.1988,12.1704,640064,,
448,Netherlands,2011,,,,,,,,,,,,,,,,,,,,,100.911,92.251,-68.143,217.0,23954.76,0.0,16.66,0.0,0.0,510.0,228.0,2088.0,395.5,0.0,37.0,324.5,149.0,132.58,0.1802,19.15,16693074,0.0,0.0
449,Netherlands,2012,,,,,,,,,,,,,,,,,,,,,98.932,97.903,-75.97,219.0,25477.83,0.0,0.0,0.11,0.0,510.0,228.0,2205.0,381.5,0.0,37.0,324.5,287.0,172.17,0.185,20.57,16754962,0.0,0.0
450,Netherlands,2013,,,,,,,,,,,,,,,,,,,,,97.604,95.284,-86.935,230.0,25426.33,0.0,0.0,0.0,0.0,485.0,228.0,2485.0,362.5,0.0,37.0,324.5,650.0,214.67,0.1898,21.96,16804432,0.0,0.0
451,Netherlands,2014,,,,,,,,,,,,,,,,,,,,,102.585,91.347,-74.846,237.0,26209.81,0.0,0.0,0.18,0.0,485.0,228.0,2637.0,365.5,0.0,37.0,324.5,1007.0,190.19,0.1841,21.91,16865008,0.0,0.0
452,Netherlands,2015,,,,,,,,,,,,,,,,,,,,,96.56,101.492,-36.652,243.57,27225.53,0.0,0.0,2.05,0.0,485.0,357.0,3033.84,420.34,0.0,37.0,338.34,1526.26,210.23,0.1986,21,16939923,0.0,0.0
453,Netherlands,2016,,,,,,,,,,,,,,,,,,,,,99.554,94.874,-32.793,224.01,26155.59,0.0,0.0,2.05,0.0,485.0,957.0,3300.12,420.34,0.0,37.0,338.34,2135.02,209.73,0.162,21.65,17030314,0.0,0.0
454,Netherlands,2017,,,,,,,,,,,,,,,,,,,,,100.793,89.359,-4.338,223.84,24986.76,0.0,0.0,2.05,0.0,485.0,957.0,3245.0,416.34,0.0,37.0,334.34,2910.89,226.42,0.1562,21.2,17131296,0.0,0.0
455,Netherlands,2018,,,,,,,,,,,,,,,,,,,,,99.816,92.9,14.955,206.99,24289.14,0.0,0.0,2.05,0.0,485.0,957.0,3436.11,470.84,0.0,37.0,388.84,4608.0,231.05,0.1706,22.6482,17231624,0.0,0.0
456,Netherlands,2019,,,,,,,,,,,,,,,,,,,,,102.148,100.998,26.246,200.99,23613.9,0.0,0.0,2.05,0.0,485.0,957.0,3527.16,470.84,0.0,37.0,388.84,7226.0,228.44,0.2067,25.5701,17344874,0.0,0.0
457,Netherlands,2020,,,,,,,,,,,,,,,,,,,,,91.911,100.435,44.995,205.03,22810.5,0.0,0.0,2.05,0.0,485.0,2459.5,4188.38,466.25,0.0,37.0,390.05,11108.43,270.57,0.1427,27.6403,17441500,0.0,0.0
458,Netherlands,2021,,,,,,,,,,,,,,,,,,,,,99.584,85.667,33.703,203.76,22603.34,0.0,0.0,2.05,0.0,512.0,2459.5,5309.87,540.17,0.0,36.9,390.05,14910.69,285.39,0.1281,26.697,17533044,0.0,0.0
471,Poland,2011,119.0,165050.0,1.0,11413.0,0.0,2918.0,1322.0,0.0,11903.0,12.0,95750.0,0.0,0.0,8161.0,822.0,87.0,0.0,0.0,0.0,1413.0,-0.999,96.829,75.097,102.0,30128.0,0.0,0.4,0.0,376.0,0.0,0.0,1800.0,2.0,1406.0,564.0,0.0,1.11,175.0,0.1471,12.8719,38063255,6.73,29.88
472,Poland,2012,201.0,160341.0,0.0,12738.0,0.0,3178.0,1228.0,0.0,17493.0,11.0,103313.0,0.0,0.0,8044.0,1059.0,91.0,0.0,0.0,0.0,1347.0,-6.437,96.625,73.396,128.0,29782.0,0.0,0.4,0.0,376.0,0.0,0.0,2564.0,2.0,1406.0,569.0,0.0,1.3,455.0,0.1418,13.0187,38063164,0.0,80.93
473,Poland,2013,365.0,163532.0,0.0,9420.0,0.0,2779.0,1346.0,0.0,14008.0,12.0,99885.0,0.0,0.0,8708.0,611.0,68.0,0.0,0.0,0.0,1603.0,-10.173,93.539,74.202,153.0,29292.0,0.0,0.4,0.0,376.0,0.0,0.0,3429.0,2.0,1406.0,573.0,0.0,2.39,582.0,0.148,13.0548,38040196,0.0,116.78
474,Poland,2014,287.0,150077.0,0.0,9169.0,0.0,2708.0,1467.0,0.0,12579.0,11.0,91097.0,0.0,0.0,7347.0,595.0,152.0,4.319,13.0,0.0,1381.0,-8.565,95.451,71.971,187.0,28944.0,0.0,0.4,0.0,376.0,0.0,0.0,3836.0,2.0,1406.0,582.0,0.0,27.15,629.0,0.1421,13.5867,38011735,0.0,114.7
475,Poland,2015,424.0,157224.0,1.0,13070.0,0.0,2857.0,1821.0,0.0,11229.0,12.0,85723.0,0.0,0.0,7097.0,549.0,170.0,3.169,7.0,0.0,1209.0,-11.436,99.497,72.206,216.0,28993.0,0.0,0.4,0.0,376.0,0.0,0.0,4886.0,9.5,1406.0,588.0,7.5,107.78,737.0,0.1444,13.9067,37986412,0.0,120.22
476,Poland,2016,576.0,158938.0,2.0,14063.0,0.0,2892.0,1681.0,11.0,11361.0,13.0,93193.0,0.0,0.0,7029.0,735.0,290.0,4.227,5.0,0.0,2007.0,-11.704,94.957,78.378,225.0,28787.0,0.0,0.4,0.0,376.0,0.0,0.0,5747.0,24.0,1413.0,596.0,22.0,187.25,727.0,0.1332,10.8795,37970087,0.0,0.0
477,Poland,2017,878.365,162908.0,2.3,17901.6,0.0,3158.14,2642.1,451.933,9414.24,12.485,91948.3,0.0,0.929,6753.73,954.277,445.305,5.471,5.097,0.0,2277.08,-2.963,98.598,77.772,229.22,33414.51,0.0,0.4,0.0,375.95,0.0,0.0,5759.36,32.0,1423.0,591.11,29.6,287.09,708.77,0.1446,11.5706,37974826,49.71,0.0
478,Poland,2018,906.802,157594.0,1.936,17856.3,0.0,3235.68,3162.97,472.788,10550.8,15.668,89690.6,0.0,1.484,7297.36,789.066,240.122,5.302,3.79,0.0,2850.51,8.227,98.77,77.602,225.45,33266.85,0.0,0.4,0.0,375.95,0.0,0.0,5766.08,55.7,1423.0,592.32,43.3,561.98,735.16,0.141,11.7608,37974750,25.63,0.0
479,Poland,2019,987.938,150187.0,0.0,19082.0,0.0,2649.75,4176.09,721.538,12648.0,16.282,85397.7,0.0,4.631,6983.98,625.625,304.277,3.149,9.201,0.0,3253.86,6.018,97.333,82.37,232.86,32583.25,0.0,0.4,0.0,375.95,0.0,0.0,5837.76,73.2,1423.0,598.06,45.3,1539.26,731.78,0.1343,13.131,37965475,0.0,142.5
480,Poland,2020,896.807,140765.0,0.0,21907.6,0.0,2620.77,4781.67,1611.92,14451.1,30.748,85729.6,0.0,5.505,7936.01,715.46,214.533,4.524,0.0,0.0,4204.28,0.334,96.861,78.252,261.0,35620.35,0.0,0.4,0.0,375.95,0.0,0.0,6298.25,50.15,1423.0,600.65,49.75,3954.96,734.2,0.1475,11.8064,37899070,0.0,382.88
481,Poland,2021,920.816,147830.0,0.0,24142.1,0.0,3291.41,4474.83,1570.91,14730.6,38.476,93515.3,0.0,4.988,9441.73,1886.38,279.794,5.325,28.008,0.0,6212.2,-3.613,96.393,83.566,250.8,34908.66,0.0,0.4,0.0,375.95,0.0,0.0,6967.34,45.7,1423.0,598.6,45.3,7415.52,803.19,0.1548,10.451,37747124,0.0,110.12
494,Portugal,2011,0.0,0.0,0.0,18218.0,0.0,2382.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.244,100.829,101.559,44.0,9323.0,25.0,0.0,0.0,1044.7,0.0,1.86,4254.35,53.0,0.0,4490.3,38.0,172.0,478.0,0.1654,16.95,10557560,0.0,312.83
495,Portugal,2012,0.0,0.0,0.0,19308.0,0.0,2111.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.324,99.18,99.734,51.0,8739.0,25.0,0.0,0.3,1298.1,0.0,2.0,4409.55,53.0,0.0,4413.9,38.0,238.0,479.0,0.1993,20.52,10514844,0.0,0.0
496,Portugal,2013,0.0,0.0,0.0,24710.0,0.0,813.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.416,97.143,101.519,55.0,7704.0,25.0,0.0,0.3,1298.1,0.0,2.0,4607.95,53.0,0.0,4362.9,38.0,296.0,458.0,0.2081,23.23,10457295,0.0,0.0
497,Portugal,2014,0.0,0.0,0.0,21068.0,0.0,299.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.886,97.379,100.036,66.0,7499.0,25.0,0.0,1.0,1347.0,0.0,2.0,4854.56,53.5,0.0,4368.0,38.5,415.0,456.0,0.2175,25.96,10401062,0.0,0.0
498,Portugal,2015,0.0,0.0,0.0,19088.0,0.0,439.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.477,101.719,100.357,66.0,7429.0,25.0,0.0,0.0,1722.0,0.0,2.0,4934.84,42.5,0.0,4446.0,39.5,447.0,471.0,0.2279,27.11,10358076,0.0,0.0
499,Portugal,2016,0.0,0.0,0.0,18650.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.301,98.712,98.571,68.0,7359.0,25.0,0.0,0.0,2501.7,0.0,0.0,5124.1,44.5,0.0,4458.3,41.5,512.82,477.0,0.235,25.35,10325452,3.78,0.0
500,Portugal,2017,0.0,0.0,0.0,19065.6,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.604,100.202,100.418,70.08,7348.03,29.1,0.0,0.4,2764.4,0.0,0.0,5124.1,44.31,0.0,4461.52,40.91,579.24,471.21,0.2284,21.47,10300300,0.0,0.0
501,Portugal,2018,0.0,0.0,0.0,20004.9,0.0,174.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.914,103.935,101.057,71.23,7388.06,29.1,0.0,0.4,2764.4,0.0,0.0,5172.36,44.31,0.0,4471.43,40.91,667.44,535.93,0.2246,21.0716,10283822,3.52,0.0
502,Portugal,2019,0.0,0.0,0.0,20715.7,0.0,210.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.131,98.141,99.93,72.02,7413.2,29.1,0.0,0.0,2764.4,0.0,0.0,5222.75,44.31,0.0,4497.59,40.91,901.44,589.57,0.215,21.1189,10286263,0.0,54.43
503,Portugal,2020,0.0,0.0,0.0,20115.2,0.0,430.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.515,97.558,99.282,71.24,7403.09,29.1,0.0,0.0,2764.4,0.0,25.0,5097.26,44.31,0.0,4476.41,40.91,1100.29,602.97,0.212,21.8115,10297081,0.0,74.24
504,Portugal,2021,0.0,0.0,0.0,16470.8,0.0,202.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.538,97.901,100.045,72.89,6225.85,29.1,0.0,0.0,2764.4,0.0,25.0,5402.33,44.31,0.0,4490.5,40.91,1645.99,602.97,0.2089,21.1719,10361831,0.0,0.0
517,Romania,2011,50.0,25212.0,0.0,49692.0,0.0,5624.0,0.0,0.0,168.0,38.0,200.0,7.0,0.0,13477.0,2552.0,13.0,0.0,0.0,0.0,1827.0,13.312,47.394,22.186,4.0,11586.0,0.0,0.0,0.0,0.0,1300.0,0.0,988.0,0.0,92.0,6391.0,0.0,1.0,26.0,0.1082,7.8981,20147528,0.0,119.61
518,Romania,2012,100.0,25719.0,0.0,40472.0,0.0,5477.0,0.0,0.0,642.0,36.0,157.0,4.0,0.0,12686.0,2700.0,9.0,0.0,0.0,0.0,1340.0,16.163,52.173,21.317,5.0,11910.0,0.0,0.0,0.0,0.0,1300.0,0.0,1822.0,0.0,92.0,6456.0,0.0,41.0,30.0,0.105,7.5171,20058035,0.0,193.3
519,Romania,2013,145.0,27603.0,0.0,37685.0,0.0,2906.0,0.0,0.0,666.0,14.0,213.0,9.0,0.0,12042.0,2379.0,19.0,0.0,0.0,0.0,1131.0,18.246,47.653,11.843,11.0,11347.0,0.0,0.0,0.0,269.0,1300.0,0.0,2773.0,0.0,92.0,6249.0,0.0,761.0,35.0,0.1323,7.9114,19983693,0.0,342.42
520,Romania,2014,163.0,24450.0,0.0,35479.0,0.0,2791.0,0.0,0.0,1471.0,1.0,255.0,217.0,0.0,9561.0,2300.0,22.0,0.0,35.0,0.0,1228.0,16.643,54.945,4.976,15.0,11228.0,0.05,0.0,0.0,265.0,1300.0,0.0,3244.0,1.0,92.0,6256.0,0.0,1293.0,79.0,0.129,8.5798,19908979,0.0,122.91
521,Romania,2015,153.0,23967.0,0.0,35388.0,0.0,2478.0,0.0,0.0,1448.0,3.0,428.0,251.0,0.0,9061.0,1993.0,5.0,0.0,3.0,0.0,1439.0,16.658,54.243,1.802,14.0,11114.0,0.05,0.0,0.0,279.0,1300.0,0.0,3130.0,1.0,92.0,6359.0,0.0,1326.0,104.0,0.1303,8.6513,19815616,0.0,0.0
522,Romania,2016,148.0,18667.0,0.0,38776.0,0.0,3601.0,0.0,0.0,1713.0,16.0,500.0,256.0,0.0,8792.0,2946.0,36.0,0.0,1.0,0.0,1309.0,19.478,57.326,13.025,16.0,10914.0,0.05,0.0,0.0,265.0,1300.0,0.0,3025.0,1.0,92.0,6377.0,0.0,1372.0,107.0,0.126,9.2248,19702267,0.0,0.0
523,Romania,2017,138.78,16399.7,0.0,37204.7,0.0,1769.84,0.0,0.0,1981.07,68.144,293.214,261.708,0.0,12554.5,3169.68,9.361,0.0,0.44,0.0,738.966,18.364,61.289,9.697,21.59,10925.59,0.05,0.0,0.0,272.29,1300.0,0.0,3029.8,0.82,91.5,6328.14,0.0,1374.13,118.88,0.1198,8.4119,19588715,0.0,0.0
524,Romania,2018,77.547,13589.7,0.0,33604.4,0.0,2392.32,0.0,0.0,1785.12,90.376,198.22,245.522,0.0,15778.4,3112.47,9.178,0.0,0.406,0.0,586.688,17.562,63.128,12.026,22.08,10880.07,0.05,0.0,0.0,267.61,1300.0,0.0,3032.26,1.01,91.5,6341.54,0.0,1385.82,119.28,0.1333,8.9029,19473970,15.76,0.0
525,Romania,2019,72.708,10474.7,0.0,31730.8,0.0,240.666,0.0,0.0,1814.41,123.666,232.828,243.027,0.0,12542.9,2998.51,17.497,0.0,0.0,0.0,954.351,22.038,65.367,23.175,20.08,8226.09,0.05,0.0,0.0,278.25,1300.0,0.0,3037.52,1.01,91.5,6316.45,0.0,1397.71,118.77,0.1358,9.637,19371648,0.0,0.0
526,Romania,2020,53.348,8004.62,0.0,32903.2,0.0,294.641,0.0,0.0,2541.53,108.04,310.118,255.311,0.0,10882.4,2865.54,1.22,0.0,0.0,0.0,869.217,22.0,64.642,16.63,29.53,7959.38,0.05,0.0,0.0,279.17,1300.0,0.0,3012.53,1.01,91.5,6281.63,0.0,1382.54,135.83,0.1459,8.998,19265250,0.0,0.0
527,Romania,2021,120.123,9413.04,0.0,32258.8,0.0,109.348,0.0,0.0,2809.41,73.474,362.477,260.813,0.0,12421.4,2667.61,2.433,0.0,0.0,0.0,744.924,23.206,68.208,22.797,31.65,6174.98,0.05,0.0,0.0,279.35,1300.0,0.0,3014.96,1.01,91.5,6291.35,0.0,1393.92,108.77,0.1536,8.7997,19122059,0.0,0.0
540,Slovakia,2011,138.0,11166.0,0.0,7089.0,2210.0,5286.0,63.0,0.0,2399.0,16.0,147.0,104.0,0.0,12971.0,0.0,251.0,0.0,48.0,2.0,1849.0,81.717,100.898,104.8,21.0,3183.0,0.0,0.0,0.0,0.0,1940.0,0.0,3.0,23.5,916.0,1607.0,2.5,496.0,171.0,0.1682,12.93,5398384,0.0,0.0
541,Slovakia,2012,112.0,8785.0,0.0,7340.0,2115.0,4786.0,63.0,0.0,5113.0,0.0,152.0,95.0,0.0,12237.0,24.0,178.0,0.0,48.0,2.0,2112.0,89.659,99.435,89.813,41.0,3199.0,0.0,0.0,0.0,0.0,1939.0,0.0,3.0,23.5,916.0,1606.0,2.5,513.0,169.0,0.1716,14.32,5407579,0.0,0.0
542,Slovakia,2013,117.0,9053.0,0.0,8904.0,2147.0,4412.0,68.0,0.0,4964.0,0.0,145.0,102.0,0.0,10244.0,13.0,218.0,0.0,27.0,1.0,2103.0,80.604,100.996,95.337,35.0,3213.0,0.0,0.0,0.0,0.0,1940.0,0.0,5.0,30.5,916.0,1607.0,2.5,533.0,176.0,0.1698,13.85,5413393,0.0,0.0
543,Slovakia,2014,329.0,7375.0,0.0,7417.0,1795.0,3930.0,47.0,0.0,3047.0,0.0,94.0,120.0,0.0,8868.0,9.0,57.0,0.0,0.0,1.0,1705.0,83.33,102.547,104.812,78.0,2815.0,0.0,0.0,0.0,0.0,1940.0,0.0,3.0,41.5,916.0,1607.0,5.5,533.0,153.0,0.1507,14.1,5418649,0.0,0.0
544,Slovakia,2015,473.0,6742.0,0.0,7717.0,1968.0,4582.0,49.0,0.0,3163.0,0.0,97.0,121.0,0.0,9898.0,2.0,34.0,0.0,0.0,1.0,1809.0,84.537,100.607,95.052,91.0,2496.0,0.0,0.0,0.0,0.0,1940.0,0.0,3.0,46.5,916.0,1606.0,5.5,533.0,145.0,0.1506,13.78,5423801,0.0,0.0
545,Slovakia,2016,471.0,8009.0,0.0,7621.0,1976.0,4623.0,55.0,0.0,3242.0,0.0,103.0,140.0,0.0,9103.0,26.0,67.0,0.0,62.0,2.0,2010.0,83.26,102.026,92.848,93.0,2438.0,0.0,0.0,0.0,0.0,1940.0,0.0,3.0,51.5,916.0,1608.0,9.5,533.0,150.0,0.1423,12.78,5430798,0.0,0.0
546,Slovakia,2017,544.0,8674.0,0.0,7984.0,2096.0,4903.0,67.0,0.0,3494.0,4.0,94.0,148.0,0.0,7609.0,4.0,40.0,12.0,34.0,1.0,2059.0,87.818,97.54,105.587,91.0,2383.0,0.0,0.0,0.0,0.0,1940.0,0.0,4.0,47.0,916.0,1607.0,6.0,528.0,149.0,0.1435,11.7,5439232,0.0,0.0
547,Slovakia,2018,589.0,8125.0,0.0,7602.0,1917.0,458.0,65.0,0.0,3342.0,5.0,77.0,159.0,0.0,7056.0,2.0,67.0,22.0,57.0,2.0,1751.0,91.865,101.251,89.556,89.0,2392.0,0.0,0.0,0.0,0.0,1940.0,0.0,3.0,47.0,916.0,1612.0,6.0,472.0,148.0,0.1566,11.868,5446771,0.0,0.0
548,Slovakia,2019,636.0,7433.0,0.0,7852.0,1882.0,388.0,63.0,0.0,3571.0,33.0,79.0,169.0,0.0,7204.0,2.0,125.0,5.0,63.0,2.0,1705.0,92.216,101.264,136.632,82.0,2397.0,0.0,0.0,0.0,0.0,1940.0,0.0,4.0,40.0,916.0,1611.0,6.0,590.0,138.0,0.1577,12.468,5454147,0.0,0.0
549,Slovakia,2020,686.0,6424.0,0.0,7840.0,1848.0,334.0,132.0,77.0,3679.0,38.0,48.0,181.0,0.0,7643.0,2.0,78.0,9.0,0.0,2.0,1721.0,86.166,101.986,88.052,82.0,2411.0,0.0,0.0,0.0,0.0,1971.0,0.0,4.0,32.0,916.0,1613.0,6.0,535.0,137.0,0.1686,12.704,5458827,0.0,0.0
550,Slovakia,2021,738.0,3867.0,0.0,9984.0,2009.0,423.0,134.0,84.0,4163.0,3.0,60.0,136.0,0.0,8524.0,2.0,111.0,10.0,0.0,2.0,2219.0,88.106,98.265,69.04,81.0,2133.0,0.0,0.0,0.0,0.0,2003.0,0.0,4.0,32.0,916.0,1615.0,6.0,537.0,163.0,0.1668,11.41,5447247,0.0,0.0
563,Slovenia,2011,229.0,5606.0,0.0,939.0,0.0,3.0,80.0,0.0,554.0,0.0,0.0,22.0,0.0,1910.0,144.0,0.0,0.0,0.0,0.0,233.0,17.532,99.703,99.767,21.0,1212.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,4.0,180.0,1073.0,0.0,57.0,33.0,0.1441,18.56,2052843,0.0,0.0
564,Slovenia,2012,391.0,5213.0,0.0,1002.0,0.0,0.0,80.0,0.0,492.0,0.0,0.0,22.0,0.0,1765.0,199.0,0.0,0.0,0.0,0.0,335.0,21.547,104.251,99.758,29.0,1206.0,0.0,0.0,0.0,0.0,688.0,0.0,2.0,2.0,180.0,1074.0,0.0,142.0,30.0,0.1542,22.16,2057159,0.0,0.0
565,Slovenia,2013,367.0,5297.0,3.0,959.0,0.0,0.0,106.0,0.0,517.0,0.0,0.0,23.0,0.0,1596.0,229.0,0.0,0.0,0.0,0.0,331.0,19.5,97.257,99.627,28.0,1195.0,0.0,1.0,0.0,0.0,688.0,0.0,2.0,2.0,180.0,1119.0,0.0,187.0,30.0,0.161,18.57,2059953,0.0,0.0
