Country,Year,Biogas CHP,Coal and peat CHP,Fossil fuels n.e.s. CHP,Geothermal energy CHP,Liquid biofuels CHP,Natural gas CHP,Nuclear CHP,Oil CHP,Other non-renewable energy CHP,Other renewable energy CHP,Renewable municipal waste CHP,Solar thermal energy CHP,Solid biofuels CHP,Biogas comm,Coal and peat comm,Fossil fuels n.e.s. comm,Geothermal energy comm,Liquid biofuels comm,Natural gas comm,Nuclear comm,Oil comm,Other non-renewable energy comm,Other renewable energy comm,Renewable municipal waste comm,Solar thermal energy comm,Solid biofuels comm,Solid Fossil Fuels Dependency,Oil and Petroleum (no boifuel) Dependency,Natural Gas Dependency,Biogas Cap,Coal and peat Cap,Fossil fuels n.e.s. Cap,Geothermal energy Cap,Liquid biofuels Cap,Marine energy Cap,Mixed Hydro Plants Cap,Natural gas Cap,Nuclear Cap,Offshore wind energy Cap,Oil Cap,Onshore wind energy Cap,Other non-renewable energy Cap,Pumped storage Cap,Renewable hydropower Cap,Renewable municipal waste Cap,Solar photovoltaic Cap,Solar thermal energy Cap,Solid biofuels Cap,Medium Household Electricity Prices (kW-hr),Medium Household Gas Prices (gJ),Population,Biogas Inv,Coal and peat Inv,Concentrated solar power Inv,Fossil fuels n.e.s. Inv,Geothermal energy Inv,Liquid biofuels Inv,Marine energy Inv,Multiple renewables* Inv,Natural gas Inv,Non-renewable municipal waste Inv,Nuclear Inv,Off-grid Solar photovoltaic Inv,Offshore wind energy Inv,Oil Inv,On-grid Solar photovoltaic Inv,Onshore wind energy Inv,Other primary solid biofuels n.e.s. Inv,Pumped storage Inv,Renewable hydropower Inv,Renewable municipal waste Inv,Solar thermal energy Inv
Netherlands,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,99.584,85.667,33.703,203.76,0,22603.34,0,0,2.05,0,0,512,2459.5,0,5309.87,540.17,0,36.9,390.05,14910.69,0,285.39,0.1281,26.697,17533044,0,0,0,0,0,0,0,0,0,0,0,0.17,558.92,0,0,0,0,0,0,0,0
Netherlands,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,102.133,107.31,64.682,203.76,0,22424.34,0,0,2.05,0,0,512,2571,0,6176,540.17,0,38,413.05,18848.69,0,285.39,0.0451,34.5436,17700982,,,,,,,,,,,,,,,,,,,,,
Poland,2000,0,188661,0,0,0,3696,0,2856,220,0,0,0,1347,37,131037,0,0,0,7289,0,5081,5,0,0,0,455,-28.977,99.708,66.337,9,0,28363,0,0,0,308,0,0,0,0,4,0,1366,509,0,0,0,7,,,38258629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2001,0,200379,0,0,0,4158,0,3149,376,0,0,0,1214,24,144864,0,0,0,9204,0,6308,6,0,0,0,577,-29.268,93.435,69.176,12,0,28408,0,0,0,351,0,0,0,0,19,0,1366,517,0,0,0,15,,,38248076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2002,241,194820,0,0,0,5877,0,3312,149,0,0,0,1171,5,129602,0,0,0,9956,0,5588,13,0,0,0,700,-28.418,96.561,66.059,14,0,28562,0,0,0,324,0,0,0,0,32,0,1366,517,0,0,0,15,,,38230364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2003,285,209564,0,0,0,10047,0,3862,85,0,0,0,1566,16,126697,0,0,0,10163,0,4971,60,0,0,0,899,-26.188,98.503,66.592,17,0,29293,0,0,0,343,0,0,0,0,35,0,1406,524,0,0,0,24,,,38204570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2004,47,200522,0,0,0,11031,0,4526,935,0,0,0,1051,0,108119,0,0,0,10021,0,2260,40,0,0,0,1128,-27.598,96.386,68.342,24,0,29488,0,0,0,341,0,0,0,0,40,30,1406,535,0,0,0,24,,,38182222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2005,42,201140,0,0,0,11450,0,5003,1022,0,0,0,1226,1,104031,0,0,0,9418,0,1674,7,0,0,0,1277,-23.767,98.492,69.732,30,0,29722,0,0,0,373,0,0,0,0,121,38,1406,542,0,0,0,25,,,38165445,0,228.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2006,39,203538,0,0,0,9662,0,5048,889,0,0,0,1234,1,103751,0,0,0,9619,0,1625,18,0,0,0,1388,-21.464,100.597,70.732,32,0,29762,0,0,0,376,0,0,0,0,172,38,1406,549,0,0,0,25,,,38141267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2007,37,190467,0,0,0,9690,0,5074,1097,0,0,0,2394,3,97746,0,0,0,7970,0,1005,14,0,0,0,1314,-15.272,105.509,66.022,40,0,29758,0,0,0,376,0,0,0,0,306,32,1406,546,0,0,0,33,,,38120560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2008,110,180411,0,0,0,10389,0,5002,1084,0,0,0,3282,16,96968,0,0,0,8389,0,1115,11,0,0,0,1666,-6.523,97.351,72.614,52,0,29722,0,0,0,376,0,0,0,0,526,2,1406,553,0,0,0,40,,,38125759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2009,72,171326,0,0,5,10428,0,4722,679,0,0,0,8230,21,100976,0,0,0,8536,0,997,0,0,0,0,1537,-5.166,99.831,67.345,68,0,29873,0,0.4,0,376,0,0,0,0,709,2,1406,556,0,0,0,42,,,38151603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,31.8,0,0,0,0
Poland,2010,94,178884,0,0,1,11553,0,5285,982,0,0,0,9052,12,117871,0,0,0,9272,0,1264,65,0,0,0,1496,-4.964,98.203,69.305,81,0,29774,0,0.4,0,376,0,0,0,0,1108,2,1406,560,0,0,0,53,,,38042794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140.1,0,0,0,0,0
Poland,2011,119,165050,0,0,1,11413,0,2918,1322,0,0,0,11903,12,95750,0,0,0,8161,0,822,87,0,0,0,1413,-0.999,96.829,75.097,102,0,30128,0,0.4,0,376,0,0,0,0,1800,2,1406,564,0,1.11,0,175,0.1471,12.8719,38063255,0,0,0,0,0,0,0,6.73,0,0,0,0,0,0,0,29.88,305.45,0,0,0,0
Poland,2012,201,160341,0,0,0,12738,0,3178,1228,0,0,0,17493,11,103313,0,0,0,8044,0,1059,91,0,0,0,1347,-6.437,96.625,73.396,128,0,29782,0,0.4,0,376,0,0,0,0,2564,2,1406,569,0,1.3,0,455,0.1418,13.0187,38063164,0,0,0,0,0,0,0,0,168.56,0,0,0,0,0,0,80.93,0,0,0,0,0
Poland,2013,365,163532,0,0,0,9420,0,2779,1346,0,0,0,14008,12,99885,0,0,0,8708,0,611,68,0,0,0,1603,-10.173,93.539,74.202,153,0,29292,0,0.4,0,376,0,0,0,0,3429,2,1406,573,0,2.39,0,582,0.148,13.0548,38040196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.78,0,0,0,0,0
Poland,2014,287,150077,0,0,0,9169,0,2708,1467,0,0,0,12579,11,91097,0,0,0,7347,0,595,152,4.319,13,0,1381,-8.565,95.451,71.971,187,0,28944,0,0.4,0,376,0,0,0,0,3836,2,1406,582,0,27.15,0,629,0.1421,13.5867,38011735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.7,0,0,0,0,0
Poland,2015,424,157224,0,0,1,13070,0,2857,1821,0,0,0,11229,12,85723,0,0,0,7097,0,549,170,3.169,7,0,1209,-11.436,99.497,72.206,216,0,28993,0,0.4,0,376,0,0,0,0,4886,9.5,1406,588,7.5,107.78,0,737,0.1444,13.9067,37986412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.22,0,0,0,0,0
Poland,2016,576,158938,0,0,2,14063,0,2892,1681,0,11,0,11361,13,93193,0,0,0,7029,0,735,290,4.227,5,0,2007,-11.704,94.957,78.378,225,0,28787,0,0.4,0,376,0,0,0,0,5747,24,1413,596,22,187.25,0,727,0.1332,10.8795,37970087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2017,878.365,162908,0,0,2.3,17901.6,0,3158.14,2642.1,0,451.933,0,9414.24,12.485,91948.3,0,0,0.929,6753.73,0,954.277,445.305,5.471,5.097,0,2277.08,-2.963,98.598,77.772,229.22,0,33414.51,0,0.4,0,375.95,0,0,0,0,5759.36,32,1423,591.11,29.6,287.09,0,708.77,0.1446,11.5706,37974826,0,0,0,0,0,0,0,49.71,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2018,906.802,157594,0,0,1.936,17856.3,0,3235.68,3162.97,0,472.788,0,10550.8,15.668,89690.6,0,0,1.484,7297.36,0,789.066,240.122,5.302,3.79,0,2850.51,8.227,98.77,77.602,225.45,0,33266.85,0,0.4,0,375.95,0,0,0,0,5766.08,55.7,1423,592.32,43.3,561.98,0,735.16,0.141,11.7608,37974750,0,0,0,0,0,0,0,25.63,0,0,0,0,0,0,0,0,0,0,0,0,0
Poland,2019,987.938,150187,0,0,0,19082,0,2649.75,4176.09,0,721.538,0,12648,16.282,85397.7,0,0,4.631,6983.98,0,625.625,304.277,3.149,9.201,0,3253.86,6.018,97.333,82.37,232.86,0,32583.25,0,0.4,0,375.95,0,0,0,0,5837.76,73.2,1423,598.06,45.3,1539.26,0,731.78,0.1343,13.131,37965475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.5,0,0,0,0,0
Poland,2020,896.807,140765,0,0,0,21907.6,0,2620.77,4781.67,0,1611.92,0,14451.1,30.748,85729.6,0,0,5.505,7936.01,0,715.46,214.533,4.524,0,0,4204.28,0.334,96.861,78.252,261,0,35620.35,0,0.4,0,375.95,0,0,0,0,6298.25,50.15,1423,600.65,49.75,3954.96,0,734.2,0.1475,11.8064,37899070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.04,382.88,22.84,0,0,0,0
Poland,2021,920.816,147830,0,0,0,24142.1,0,3291.41,4474.83,0,1570.91,0,14730.6,38.476,93515.3,0,0,4.988,9441.73,0,1886.38,279.794,5.325,28.008,0,6212.2,-3.613,96.393,83.566,250.8,0,34908.66,0,0.4,0,375.95,0,0,0,0,6967.34,45.7,1423,598.6,45.3,7415.52,0,803.19,0.1548,10.451,37747124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.12,0,0,0,0,0
Poland,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,7.964,98.359,81.224,261.8,0,34857.66,0,0.4,0,375.95,0,0,0,0,7987.34,63.7,1423,601.6,45.3,11166.52,0,803.19,0.1464,15.2502,36821749,,,,,,,,,,,,,,,,,,,,,
Portugal,2000,0,0,0,0,0,1352,0,4274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.868,99.384,100.265,1,0,5991,14,0,0,617,0,0,0,0,83,32,0,3918,32,1,0,219,,,10289898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2001,0,0,0,0,0,2911,0,3854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.953,102.833,99.869,1,0,6012,14,0,0,617,0,0,0,0,125,32,0,3943,32,1,0,214,,,10362722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2002,0,0,0,0,0,4247,0,4133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.944,96.235,99.904,1,0,6143,14,0,0,617,0,0,0,0,190,35.5,0,3966,35.5,1,0,233,,,10419631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2003,0,0,0,0,0,6323,0,3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.726,103.09,100.267,1,0,6450,14,0,0,617,0,0,0,0,268,38.5,0,3966,35.5,2,0,224,,,10458821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2004,0,0,0,0,0,7269,0,3520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.207,97.866,100.037,6,0,6988,14,0,0,857,0,0,0,0,553,38.5,0,3974,35.5,2,0,224,,,10483861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2005,0,0,0,0,0,8697,0,5015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.301,102.342,103.794,8,0,6915,14,0,0,1048.9,0,0,0,0,1064,42.5,0,3968.1,38.5,2,0,273,,,10503330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2006,0,0,0,0,0,9532,0,4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.555,99.083,100.606,8,0,7318,25,0,0,1048.9,0,0,0,0,1681,41.5,0,4004.1,38.5,3,0,279,,,10522288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2007,0,0,0,0,0,10065,0,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.504,98.061,98.748,13,0,7309,25,0,0,1048.9,0,0,0,0,2201,41.5,0,4012.1,38.5,24,0,290,,,10542964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2008,0,0,0,0,0,9258,0,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.148,102.965,100.141,13,0,7381,25,0,0,1048.9,0,0,0,0,2857,41.5,0,4009.1,38.5,59,0,293,,,10558177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2009,0,0,0,0,0,11306,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.755,99.309,101.166,20,0,8404,25,0,0,1048.9,0,0,0,0,3326,41.5,0,4042.1,38.5,115,0,342,,,10568247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.72,0,0
Portugal,2010,0,0,0,0,0,18209,0,2868,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.289,97.538,100.366,25,0,9275,25,0,0,1048.9,0,0,0,0,3796,50.5,0,4057.1,38.5,134,0,482,,,10573100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679.38,0,0,0,0,0
Portugal,2011,0,0,0,0,0,18218,0,2382,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.244,100.829,101.559,44,0,9323,25,0,0,1044.7,0,0,1.86,0,4254.35,53,0,4490.3,38,172,0,478,0.1654,16.95,10557560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.83,0,0,357.48,0,0
Portugal,2012,0,0,0,0,0,19308,0,2111,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.324,99.18,99.734,51,0,8739,25,0,0.3,1298.1,0,0,2,0,4409.55,53,0,4413.9,38,238,0,479,0.1993,20.52,10514844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2013,0,0,0,0,0,24710,0,813,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.416,97.143,101.519,55,0,7704,25,0,0.3,1298.1,0,0,2,0,4607.95,53,0,4362.9,38,296,0,458,0.2081,23.23,10457295,0,0,0,0,61.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2014,0,0,0,0,0,21068,0,299,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.886,97.379,100.036,66,0,7499,25,0,1,1347,0,0,2,0,4854.56,53.5,0,4368,38.5,415,0,456,0.2175,25.96,10401062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2015,0,0,0,0,0,19088,0,439,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.477,101.719,100.357,66,0,7429,25,0,0,1722,0,0,2,0,4934.84,42.5,0,4446,39.5,447,0,471,0.2279,27.11,10358076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2016,0,0,0,0,0,18650,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.301,98.712,98.571,68,0,7359,25,0,0,2501.7,0,0,0,0,5124.1,44.5,0,4458.3,41.5,512.82,0,477,0.235,25.35,10325452,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2017,0,0,0,0,0,19065.6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.604,100.202,100.418,70.08,0,7348.03,29.1,0,0.4,2764.4,0,0,0,0,5124.1,44.31,0,4461.52,40.91,579.24,0,471.21,0.2284,21.47,10300300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,2018,0,0,0,0,0,20004.9,0,174.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.914,103.935,101.057,71.23,0,7388.06,29.1,0,0.4,2764.4,0,0,0,0,5172.36,44.31,0,4471.43,40.91,667.44,0,535.93,0.2246,21.0716,10283822,0,0,0,0,0,0,0,3.52,0,0,0,0,70.7,0,0,0,0,0,589.17,0,0
Portugal,2019,0,0,0,0,0,20715.7,0,210.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.131,98.141,99.93,72.02,0,7413.2,29.1,0,0,2764.4,0,0,0,0,5222.75,44.31,0,4497.59,40.91,901.44,0,589.57,0.215,21.1189,10286263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.43,0,0,173.7,0,0
Portugal,2020,0,0,0,0,0,20115.2,0,430.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.515,97.558,99.282,71.24,0,7403.09,29.1,0,0,2764.4,0,0,25,0,5097.26,44.31,0,4476.41,40.91,1100.29,0,602.97,0.212,21.8115,10297081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.24,0,0,55.68,0,0
Portugal,2021,0,0,0,0,0,16470.8,0,202.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.538,97.901,100.045,72.89,0,6225.85,29.1,0,0,2764.4,0,0,25,0,5402.33,44.31,0,4490.5,40.91,1645.99,0,602.97,0.2089,21.1719,10361831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.71,0,0,0,0,0,0
Portugal,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,107.448,98.682,103.999,72.89,0,6290.85,29.1,0,0,2764.4,0,0,25,0,5430.33,44.31,0,4827.5,40.91,2535.99,0,602.97,0.2199,23.2423,10409704,,,,,,,,,,,,,,,,,,,,,
Romania,2000,0,31660,0,0,0,54950,0,40505,82,0,0,0,39,0,1161,0,0,0,51310,0,9236,191,0,0,0,556,25.506,34.446,19.823,0,0,9749,0,0,0,0,0,700,0,0,0,0,0,6120,0,0,0,251,,,22442971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2001,0,38943,0,0,0,45036,0,52473,31,0,0,0,8,0,941,0,0,0,45821,0,6666,479,0,0,0,285,29.796,46.681,17.515,0,0,9849,0,0,0,0,0,700,0,0,0,0,0,6122,0,0,0,151,,,22131970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2002,0,31591,0,51,0,43220,0,35382,118,0,0,0,60,0,789,0,30,0,37470,0,6148,36,0,0,0,654,31.338,33.72,22.965,3,0,9997,0,0,0,0,0,700,0,0,0,0,0,6242,0,0,0,0,,,21730496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2003,0,31085,0,0,0,51005,0,28435,85,0,0,0,48,0,756,0,8,0,32181,0,5933,0,0,0,0,500,28.396,32.218,28.765,0,0,10000,0,0,0,0,0,700,0,0,0,0,0,6248,0,0,0,0,,,21574326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2004,0,29792,0,0,0,52172,0,17681,7,0,0,0,34,0,588,0,46,0,29511,0,4277,46,0,0,0,1288,32.971,46.775,29.5,0,0,10000,0,0,0,0,0,700,0,0,0,0,0,6278,0,0,0,0,,,21451748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2005,0,32301,0,0,0,51587,0,16155,25,0,0,0,30,0,447,0,32,0,23933,0,2433,35,0,0,0,696,33.173,38.605,30.096,0,0,11954,0,0,0,0,0,707,0,0,1,0,0,6289,0,0,0,0,,,21319685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2006,0,31287,0,16,0,56962,0,11242,0,0,0,0,155,0,395,0,168,0,14361,0,6510,30,0,0,0,2310,28.334,43.742,33.743,0,0,12234,0,0,0,0,0,707,0,0,1,0,0,6282,0,0,0,0,,,21193760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2007,6,28289,0,18,0,54877,0,6697,0,0,0,0,34,4,577,0,184,0,17319,0,1541,112,0,0,0,707,34.231,51.563,30.286,0,0,11999,0,0,0,0,0,1300,0,0,3,0,0,6331,0,0,0,15,,,20882982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2008,3,25974,0,0,0,48409,0,4211,0,0,0,0,48,6,117,0,47,0,17779,0,3378,12,0,0,0,710,26.471,52.157,29.039,0,0,11851,0,0,0,0,0,1300,0,0,5,0,0,6362,0,0.1,0,15,,,20537875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2009,2,26228,0,0,0,43524,0,5998,0,0,0,0,1,22,315,0,1,0,16539,0,3171,12,0,0,0,849,13.245,52.1,15.104,0,0,11675,0,0,0,0,0,1300,0,0,15,0,92,6358,0,0.1,0,0,,,20367487,0,0,0,0,0,0,0,0,282.63,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2010,4,24866,0,0,0,47039,0,6611,0,0,0,0,196,20,333,0,11,0,16311,0,2440,11,0,0,0,1264,16.86,52.622,16.831,1,0,11618,0,0,0,0,0,1300,0,0,389,0,92,6382,0,0.1,0,19,,,20246871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.24,0,0,0,0,0
Romania,2011,50,25212,0,0,0,49692,0,5624,0,0,0,0,168,38,200,0,7,0,13477,0,2552,13,0,0,0,1827,13.312,47.394,22.186,4,0,11586,0,0,0,0,0,1300,0,0,988,0,92,6391,0,1,0,26,0.1082,7.8981,20147528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.61,0,0,83.76,0,0
Romania,2012,100,25719,0,0,0,40472,0,5477,0,0,0,0,642,36,157,0,4,0,12686,0,2700,9,0,0,0,1340,16.163,52.173,21.317,5,0,11910,0,0,0,0,0,1300,0,0,1822,0,92,6456,0,41,0,30,0.105,7.5171,20058035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.3,0,0,0,0,0
Romania,2013,145,27603,0,0,0,37685,0,2906,0,0,0,0,666,14,213,0,9,0,12042,0,2379,19,0,0,0,1131,18.246,47.653,11.843,11,0,11347,0,0,0,269,0,1300,0,0,2773,0,92,6249,0,761,0,35,0.1323,7.9114,19983693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.85,342.42,0,0,0,0,0
Romania,2014,163,24450,0,0,0,35479,0,2791,0,0,0,0,1471,1,255,0,217,0,9561,0,2300,22,0,35,0,1228,16.643,54.945,4.976,15,0,11228,0.05,0,0,265,0,1300,0,0,3244,1,92,6256,0,1293,0,79,0.129,8.5798,19908979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.91,0,0,0,0,0
Romania,2015,153,23967,0,0,0,35388,0,2478,0,0,0,0,1448,3,428,0,251,0,9061,0,1993,5,0,3,0,1439,16.658,54.243,1.802,14,0,11114,0.05,0,0,279,0,1300,0,0,3130,1,92,6359,0,1326,0,104,0.1303,8.6513,19815616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2016,148,18667,0,0,0,38776,0,3601,0,0,0,0,1713,16,500,0,256,0,8792,0,2946,36,0,1,0,1309,19.478,57.326,13.025,16,0,10914,0.05,0,0,265,0,1300,0,0,3025,1,92,6377,0,1372,0,107,0.126,9.2248,19702267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2017,138.78,16399.7,0,0,0,37204.7,0,1769.84,0,0,0,0,1981.07,68.144,293.214,0,261.708,0,12554.5,0,3169.68,9.361,0,0.44,0,738.966,18.364,61.289,9.697,21.59,0,10925.59,0.05,0,0,272.29,0,1300,0,0,3029.8,0.82,91.5,6328.14,0,1374.13,0.07,118.88,0.1198,8.4119,19588715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2018,77.547,13589.7,0,0,0,33604.4,0,2392.32,0,0,0,0,1785.12,90.376,198.22,0,245.522,0,15778.4,0,3112.47,9.178,0,0.406,0,586.688,17.562,63.128,12.026,22.08,0,10880.07,0.05,0,0,267.61,0,1300,0,0,3032.26,1.01,91.5,6341.54,0,1385.82,0.09,119.28,0.1333,8.9029,19473970,0,0,0,0,0,0,0,15.76,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2019,72.708,10474.7,0,0,0,31730.8,0,240.666,0,0,0,0,1814.41,123.666,232.828,0,243.027,0,12542.9,0,2998.51,17.497,0,0,0,954.351,22.038,65.367,23.175,20.08,0,8226.09,0.05,0,0,278.25,0,1300,0,0,3037.52,1.01,91.5,6316.45,0,1397.71,0.09,118.77,0.1358,9.637,19371648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2020,53.348,8004.62,0,0,0,32903.2,0,294.641,0,0,0,0,2541.53,108.04,310.118,0,255.311,0,10882.4,0,2865.54,1.22,0,0,0,869.217,22,64.642,16.63,29.53,0,7959.38,0.05,0,0,279.17,0,1300,0,0,3012.53,1.01,91.5,6281.63,0,1382.54,0.09,135.83,0.1459,8.998,19265250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2021,120.123,9413.04,0,0,0,32258.8,0,109.348,0,0,0,0,2809.41,73.474,362.477,0,260.813,0,12421.4,0,2667.61,2.433,0,0,0,744.924,23.206,68.208,22.797,31.65,0,6174.98,0.05,0,0,279.35,0,1300,0,0,3014.96,1.01,91.5,6291.35,0,1393.92,0,108.77,0.1536,8.7997,19122059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,19.956,72.665,18.126,31.65,0,5944.98,0.05,0,0,279.35,0,1300,0,0,3014.96,1.01,91.5,6290.35,0,1413.92,0,110.77,0.2362,16.9686,19047009,,,,,,,,,,,,,,,,,,,,,
Slovakia,2000,0,10896,0,0,0,5098,0,0,0,0,0,0,0,0,682,0,0,0,16395,0,861,2892,0,0,0,0,80.195,92.483,98.796,0,0,2394,0,0,0,0,0,2640,0,0,0,0,735,1685,0,0,0,0,,,5388720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2001,0,15874,0,0,0,14620,2106,122,81,0,0,0,215,0,654,0,162,0,22966,0,69,1278,0,183,0,167,77.948,97.472,91.851,1,0,3172,0,0,0,0,0,2640,0,0,0,13,916,1586,0,0,0,5,,,5378867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
