Country,Year,Biogas CHP,Coal and peat CHP,Fossil fuels n.e.s. CHP,Geothermal energy CHP,Liquid biofuels CHP,Natural gas CHP,Nuclear CHP,Oil CHP,Other non-renewable energy CHP,Other renewable energy CHP,Renewable municipal waste CHP,Solar thermal energy CHP,Solid biofuels CHP,Biogas comm,Coal and peat comm,Fossil fuels n.e.s. comm,Geothermal energy comm,Liquid biofuels comm,Natural gas comm,Nuclear comm,Oil comm,Other non-renewable energy comm,Other renewable energy comm,Renewable municipal waste comm,Solar thermal energy comm,Solid biofuels comm,Solid Fossil Fuels Dependency,Oil and Petroleum (no boifuel) Dependency,Natural Gas Dependency,Biogas Cap,Coal and peat Cap,Fossil fuels n.e.s. Cap,Geothermal energy Cap,Liquid biofuels Cap,Marine energy Cap,Mixed Hydro Plants Cap,Natural gas Cap,Nuclear Cap,Offshore wind energy Cap,Oil Cap,Onshore wind energy Cap,Other non-renewable energy Cap,Pumped storage Cap,Renewable hydropower Cap,Renewable municipal waste Cap,Solar photovoltaic Cap,Solar thermal energy Cap,Solid biofuels Cap,Medium Household Electricity Prices (kW-hr),Medium Household Gas Prices (gJ),Population,Biogas Inv,Coal and peat Inv,Concentrated solar power Inv,Fossil fuels n.e.s. Inv,Geothermal energy Inv,Liquid biofuels Inv,Marine energy Inv,Multiple renewables* Inv,Natural gas Inv,Non-renewable municipal waste Inv,Nuclear Inv,Off-grid Solar photovoltaic Inv,Offshore wind energy Inv,Oil Inv,On-grid Solar photovoltaic Inv,Onshore wind energy Inv,Other primary solid biofuels n.e.s. Inv,Pumped storage Inv,Renewable hydropower Inv,Renewable municipal waste Inv,Solar thermal energy Inv
Slovakia,2002,0,8471,0,0,0,16089,1909,117,212,0,0,0,95,3,420,0,159,0,22713,0,18,500,0,77,0,248,77.075,97.417,100.063,2,0,2928,0,0,0,0,0,2640,0,0,0,10,919,1586,0,0,0,44,,,5376912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2003,20,11259,0,0,0,15704,2015,674,56,0,33,0,486,0,762,0,139,0,23699,0,218,198,0,96,0,187,79.641,101.002,97.049,2,0,3000,0,0,0,0,0,2640,0,0,3,13,919,1588,3,0,0,44,,,5373374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2004,0,10712,0,0,0,14272,2270,351,28,0,26,0,197,0,662,0,144,0,23708,0,172,276,0,90,0,944,83.129,103.644,103.261,2,0,3055,0,0,0,0,0,2640,0,0,3,13,916,1602,3,0,0,44,,,5372280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2005,37,10563,0,0,0,12911,2233,195,17,0,17,0,178,98,374,0,140,0,23674,0,62,454,0,90,1,1495,88.348,97.36,97.481,2,0,3038,0,0,0,0,0,2640,0,0,5,13,916,1596,3,0,0,44,,,5372807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2006,31,10795,0,0,0,9899,2317,421,43,0,19,0,532,23,312,0,165,0,21010,0,50,130,0,87,1,936,80.839,104.403,96.56,2,0,2935,0,0,0,0,0,2640,0,0,5,13,916,1597,3,0,0,108,,,5373054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2007,101,10847,0,0,0,8366,2035,647,31,0,21,0,766,9,317,0,185,0,17894,0,3,530,0,59,1,824,95.439,100.98,97.864,3,0,2464,0,0,0,0,0,2200,0,0,5,24,916,1599,3,0,0,134,,,5374622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2008,138,9585,0,0,0,7672,2004,610,29,0,23,0,974,24,285,0,146,0,16725,0,7,534,0,102,1,936,85.91,100.988,96.311,4,0,2426,0,0,0,0,0,2200,0,0,5,24,916,1632,3,0,0,147,,,5379233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2009,16,9338,0,0,0,7108,2266,5214,51,0,27,0,1167,3,164,0,144,0,15136,0,9,295,0,29,1,1239,83.068,97.911,108.579,4,0,2652,0,0,0,0,0,1820,0,0,3,24,916,1571,3,0,0,160,,,5386406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2010,50,11578,0,0,0,7418,2499,6366,14,0,0,0,2454,20,193,0,139,0,16003,0,13,177,0,52,1,1602,75.736,98.433,99.925,9,0,3311,0,0,0,0,0,1820,0,0,3,23.5,916,1600,2.5,19,0,169,,,5391428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2011,138,11166,0,0,0,7089,2210,5286,63,0,0,0,2399,16,147,0,104,0,12971,0,0,251,0,48,2,1849,81.717,100.898,104.8,21,0,3183,0,0,0,0,0,1940,0,0,3,23.5,916,1607,2.5,496,0,171,0.1682,12.93,5398384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2012,112,8785,0,0,0,7340,2115,4786,63,0,0,0,5113,0,152,0,95,0,12237,0,24,178,0,48,2,2112,89.659,99.435,89.813,41,0,3199,0,0,0,0,0,1939,0,0,3,23.5,916,1606,2.5,513,0,169,0.1716,14.32,5407579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2013,117,9053,0,0,0,8904,2147,4412,68,0,0,0,4964,0,145,0,102,0,10244,0,13,218,0,27,1,2103,80.604,100.996,95.337,35,0,3213,0,0,0,0,0,1940,0,0,5,30.5,916,1607,2.5,533,0,176,0.1698,13.85,5413393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.49,0,0
Slovakia,2014,329,7375,0,0,0,7417,1795,3930,47,0,0,0,3047,0,94,0,120,0,8868,0,9,57,0,0,1,1705,83.33,102.547,104.812,78,0,2815,0,0,0,0,0,1940,0,0,3,41.5,916,1607,5.5,533,0,153,0.1507,14.1,5418649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2015,473,6742,0,0,0,7717,1968,4582,49,0,0,0,3163,0,97,0,121,0,9898,0,2,34,0,0,1,1809,84.537,100.607,95.052,91,0,2496,0,0,0,0,0,1940,0,0,3,46.5,916,1606,5.5,533,0,145,0.1506,13.78,5423801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2016,471,8009,0,0,0,7621,1976,4623,55,0,0,0,3242,0,103,0,140,0,9103,0,26,67,0,62,2,2010,83.26,102.026,92.848,93,0,2438,0,0,0,0,0,1940,0,0,3,51.5,916,1608,9.5,533,0,150,0.1423,12.78,5430798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2017,544,8674,0,0,0,7984,2096,4903,67,14,0,0,3494,4,94,0,148,0,7609,0,4,40,12,34,1,2059,87.818,97.54,105.587,91,0,2383,0,0,0,0,0,1940,0,0,4,47,916,1607,6,528,0,149,0.1435,11.7,5439232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2018,589,8125,0,0,0,7602,1917,458,65,19,0,0,3342,5,77,0,159,0,7056,0,2,67,22,57,2,1751,91.865,101.251,89.556,89,0,2392,0,0,0,0,0,1940,0,0,3,47,916,1612,6,472,0,148,0.1566,11.868,5446771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2019,636,7433,0,6,0,7852,1882,388,63,53,0,0,3571,33,79,0,169,0,7204,0,2,125,5,63,2,1705,92.216,101.264,136.632,82,0,2397,0,0,0,0,0,1940,0,0,4,40,916,1611,6,590,0,138,0.1577,12.468,5454147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2020,686,6424,0,0,0,7840,1848,334,132,0,77,0,3679,38,48,0,181,0,7643,0,2,78,9,0,2,1721,86.166,101.986,88.052,82,0,2411,0,0,0,0,0,1971,0,0,4,32,916,1613,6,535,0,137,0.1686,12.704,5458827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2021,738,3867,0,0,0,9984,2009,423,134,0,84,0,4163,3,60,0,136,0,8524,0,2,111,10,0,2,2219,88.106,98.265,69.04,81,0,2133,0,0,0,0,0,2003,0,0,4,32,916,1615,6,537,0,163,0.1668,11.41,5447247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovakia,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,96.073,102.983,137.285,81,0,2133,0,0,0,0,0,2003,0,0,4,32,916,1615,6,537,0,163,0.1796,13.552,5431752,,,,,,,,,,,,,,,,,,,,,
Slovenia,2000,0,5481,0,0,0,931,0,24,0,0,0,0,0,0,0,0,0,0,2502,0,174,14,0,0,0,263,18.774,101.542,99.268,2,0,1098,0,0,0,0,0,656,0,0,0,0,0,843,0,1,0,15,,,1988925,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
Slovenia,2001,0,5778,0,0,0,583,0,20,0,0,0,0,0,0,0,0,0,0,2547,0,130,7,0,0,0,278,18.534,97.925,99.393,3,0,1319,0,0,0,0,0,656,0,0,0,0,0,906,0,1,0,15,,,1992060,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
Slovenia,2002,0,5500,0,0,0,614,0,21,0,0,0,0,48,0,0,0,0,0,2296,0,124,3,0,0,0,282,19.596,100.672,99.371,3,0,1320,0,0,0,0,0,656,0,0,0,0,0,949,0,0,0,15,,,1994530,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
Slovenia,2003,0,5857,0,0,0,617,0,33,0,0,0,0,53,0,14,0,0,0,2494,0,195,0,0,0,0,302,20.401,101.333,99.528,3,0,1322,0,0,0,0,0,656,0,0,0,2,0,974,0,0,0,13,,,1995733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2004,0,6100,0,0,0,578,0,16,0,0,0,0,59,0,17,0,0,0,2420,0,184,0,0,0,0,346,21.864,101.377,99.519,5,0,1315,0,0,0,0,0,656,0,0,0,2,0,974,0,0,0,13,,,1997012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2005,0,6356,0,0,0,602,0,13,0,0,0,0,133,0,18,0,0,0,2531,0,192,0,0,0,0,259,20.998,101.248,99.63,5,0,1337,0,0,0,0,0,656,0,0,0,2,0,979,0,0.05,0,13,,,2000474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2006,27,5939,0,0,0,913,0,29,0,0,0,0,111,0,18,0,0,0,2077,0,290,0,0,0,0,238,20.042,97.81,99.618,6,0,1341,0,0,0,0,0,666,0,0,0,2,0,1009,0,0.19,0,14,,,2006868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2007,61,5634,0,0,0,956,0,16,0,0,0,0,163,0,16,0,0,0,1697,0,131,0,0,0,0,185,20.639,98.86,99.718,8,0,1327,0,0,0,0,0,666,0,0,0,2,0,1018,0,0.59,0,14,,,2018122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2008,83,5971,0,0,0,954,0,30,0,0,0,0,228,0,19,0,0,0,1697,0,138,0,0,0,0,208,28.745,101.68,99.706,9,0,1236,0,0,0,0,0,666,0,0,0,2,0,1027,0,1,0,48,,,2021316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2009,107,5533,0,0,0,941,0,30,0,0,0,0,492,0,0,0,0,0,1572,0,233,0,0,0,0,185,17.882,100.295,99.69,12,0,1258,0,0,0,0,0,666,0,0,0,2,0,1070,0,4,0,38,,,2039669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2010,194,6027,0,0,0,892,0,11,0,0,0,0,538,0,0,0,23,0,1709,0,178,0,0,0,0,209,19.259,99.163,99.305,14,0,1212,0,0,0,0,0,666,0,0,0,2,180,1074,0,12,0,33,,,2048583,0,133.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2011,229,5606,0,0,0,939,0,3,80,0,0,0,554,0,0,0,22,0,1910,0,144,0,0,0,0,233,17.532,99.703,99.767,21,0,1212,0,0,0,0,0,688,0,0,0,4,180,1073,0,57,0,33,0.1441,18.56,2052843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2012,391,5213,0,0,0,1002,0,0,80,0,0,0,492,0,0,0,22,0,1765,0,199,0,0,0,0,335,21.547,104.251,99.758,29,0,1206,0,0,0,0,0,688,0,0,2,2,180,1074,0,142,0,30,0.1542,22.16,2057159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2013,367,5297,0,0,3,959,0,0,106,0,0,0,517,0,0,0,23,0,1596,0,229,0,0,0,0,331,19.5,97.257,99.627,28,0,1195,0,1,0,0,0,688,0,0,2,2,180,1119,0,187,0,30,0.161,18.57,2059953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2014,353,4329,0,0,12,975,0,7,130,0,0,0,565,0,45,0,19,0,1286,0,215,0,0,0,0,247,21.564,97.686,99.588,31,0,1178,0,1,0,0,0,688,0,0,3,2,180,1116,0,223,0,30,0.163,18.54,2061980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2015,304,4706,0,0,13,1181,0,0,120,0,0,0,773,0,240,0,21,0,843,0,130,0,0,0,0,354,19.108,99.614,99.612,32,0,1068,0,1,0,0,0,688,0,0,3,2,180,1115,0,238,0,30,0.1589,17.48,2063531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2016,277,4960,0,0,9,1260,0,11,129,0,0,0,801,0,97,0,18,0,903,0,152,0,0,0,0,383,17.26,100.296,99.393,29,0,1256,0,1,0,0,0,688,0,0,3,2,180,1113,0,233,0,30,0.1618,16.65,2065042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2017,220.653,4941.23,0,0,17.882,1410.18,0,26.726,128.655,0,0,0,822.932,0,116.068,0,17.684,0,1129.97,0,171.886,0,0,0,0,447.354,17.357,103.178,99.028,27.4,0,1268.25,0,1.4,0,0,0,688,0,0,3.3,2,180,1166.63,0,246.8,0,33,0.1609,15.35,2066388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2018,220.596,4998.87,0,0,23.087,1554.05,0,38.071,131.576,0,0,0,779.609,0,44.543,0,19.348,0,940.35,0,130.142,0,0,0,0,435.131,18.875,99.24,98.119,27,0,1452.25,0,1.4,0,0,0,688,0,0,3.3,2,180,1163.43,0,246.8,0,32,0.1613,15.1814,2073894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2019,185.915,4333.27,0,0,19.134,1675.72,0,36.142,146.737,0,0,0,963.156,0,25.98,0,19.223,0,1119.71,0,107.616,0,0,0,0,511.017,20.082,101.441,99.201,25,0,1449.68,0,1.4,0,0,0,688,0,0,3.3,2,180,1170.72,0,277.88,0,34,0.1634,15.8903,2088385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2020,185.968,4271.52,0,0,20.099,1653.8,0,23.508,145.334,0,0,0,1162.75,0,44.916,0,18.999,0,1192.75,0,74.534,0,0,0,0,490.721,17.745,99.47,99.377,30.35,0,1447.72,0,1.4,0,0,0,688,0,0,3.3,2,180,1171.86,0,369.78,0,35,0.1448,16.2754,2102419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2021,155.203,4474.76,0,0,19.172,1675.89,0,27.065,150.277,0,0,0,1272.04,0,19.209,0,21.48,0,1566.51,0,144.407,0,0,0,0,559.334,10.975,99.554,99.44,30,0,1506.47,0,1.4,0,0,0,688,0,0,3.33,2,180,1172.06,0,461.16,0,36,0.1662,15.1826,2108079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,28.135,98.427,99.459,30,0,1753.47,0,1.4,0,0,0,688,0,0,3.33,2,180,1174.06,0,632.16,0,37,0.139,19.1926,2111986,,,,,,,,,,,,,,,,,,,,,
Spain,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,61.317,101.034,101.628,30.38,0,25934.17,0,0,0,3081.63,0,7503,0,0,2206,81.45,2453.45,12424.92,47,10,0,150,,,40567864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,58.502,99.293,96.505,36.34,0,26583.21,0,0,0,3081.63,0,7519,0,0,3397,81.45,2453.45,12496.92,47,13,0,167,,,40850412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2002,,,,,,,,,,,,,,,,,,,,,,,,,,,66.561,101.174,100.951,61.07,0,29466.48,0,0,0,3081.63,0,7577,0,0,4891,81.45,2453.45,12532.92,47,17,0,285,,,41431558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,63.313,99.603,99.136,102.03,0,30269.47,0,0,0,3081.63,0,7581,0,0,5945,81.45,2453.45,12507.92,47,22,0,329,,,42187645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,67.329,99.377,97.79,118.97,0,34790.58,0,0,0,3081.63,0,7577,0,0,8317,128.95,2453.45,12631.92,94.5,33,0,344,,,42921895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,70.275,101.243,101.355,136.34,0,40085.21,0,0,0,3081.63,0,7577,0,0,9918,128.95,2453.45,12684.92,94.5,52,0,354,,,43653155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,75.613,100.839,100.116,144.42,0,42903.13,0,0,0,3081.63,0,7365,0,0,11722,128.95,2453.45,12782.92,94.5,130,11,388,,,44397319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,66.676,99.654,99.121,153.31,0,46639.24,0,0,0,3081.63,0,7365,0,0,14820,128.95,2453.45,12836.92,94.5,494,11,396,,,45226803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,81.957,100.365,100.937,158.78,0,47075.77,0,0,0,3081.63,0,7365,0,0,16555,128.95,2453.45,12915.92,94.5,3384,61,374,,,45954106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,93.023,98.866,98.896,180.29,0,46838.92,0,0,0,3081.63,0,7365,0,0,19176,144.29,2453.45,12969.92,94.5,3423,282,502,,,46362946,0,0,111.17,0,0,0,0,0,0,0,0,0,0,0,0,189.82,0,0,416.89,0,0
Spain,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,99.882,99.424,198.07,0,49444.97,0,0,0,3081.63,0,7450,0,0,20693,161.29,2453.45,12999.92,111.5,3873,732,541.17,,,46576897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.54,0,0,0,0,0,0
Spain,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,67.723,99.793,101.613,222.53,0,48681.51,0,0,0.3,3081.63,0,7450,0,0,21529,211.8,2453.45,13004.92,112,4283,1149,558.17,0.1981,14.89,46742697,0,0,267.13,0,0,0,0,0,0,0,0,0,0,0,0,37.04,0,0,0,0,0
Spain,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,74.799,96.758,98.246,232.99,0,48543.36,0,0,0.3,3081.63,0,7450,0,0,22789,211.8,2453.45,13014.92,112,4569,2000,635.86,0.219,18.37,46773055,0,0,279.23,0,0,0,0,0,0,0,0,0,0,0,0,57.51,16.04,0,0,0,0
Spain,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,66.306,97.355,98.619,242.98,0,48556.28,0,0,0.3,3081.63,0,6984,5,0,22953,216.8,3331.4,12771.97,117,4690,2304.06,652.94,0.2228,20.34,46620045,0,0,329.09,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42,0,0,0,0
Spain,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,75.294,101.662,103.536,242.54,0,48536.72,0,0,0.3,3081.63,0,7399,5,0,22920,216.8,3331.4,12809.97,117,4697,2304.06,672.94,0.2165,20.9,46480882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,75.387,102.151,96.89,245.24,0,48094.23,0,0,0.3,3081.63,0,7399,5,0,22938,221.1,3331.4,13639.97,117,4704,2304.06,672.44,0.2309,20.32,46444832,0,0,102.15,0,0,0,0,28.36,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,71.483,99.236,98.742,247.82,0,47195.65,0,0,4.8,3081.63,0,7399,5,0,22985,221.1,3331.4,13666.97,117,4713,2304.06,672.44,0.2185,18.82,46484062,0,0,0,0,0,0,0,60.67,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,84.556,97.849,101.292,251.11,0,45240.36,0,0,4.8,3081.63,0,7117.29,5,0,23119.48,225.1,3331.4,13665.97,121,4723,2304.06,672.44,0.2296,18.52,46593236,0,0,0,0,0,0,0,32.94,0,0,0,0,0,0,0,539.07,0,0,0,0,0
Spain,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,79.858,98.957,101.419,257.92,0,44833.38,0,6.41,4.8,3081.63,0,7117.29,5,0,23400.06,224.67,3331.4,13666.54,120.68,4763.61,2304.06,672.44,0.2383,18.4751,46797754,0,0,0,0,0,0,0,436.54,0,0,0,0,0,0,82.48,188.54,70.7,0,0,0,0
Spain,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,89.467,101.835,101.495,266.7,0,44414.41,0,6.41,4.8,3081.63,0,7117.29,5,0,25585.08,224.67,3331.4,13700.64,120.68,8807.2,2304.01,718.44,0.2403,20.4438,47134837,0,0,0,0,0,0,0,0,0,0,0,399.51,0,0,203.81,503.73,0,0,0,0,0
Spain,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,54.808,99.355,97.474,269.41,0,40336.3,0,6.41,4.8,3081.63,0,7117.29,5,0,26814.19,224.67,3331.4,13703.56,120.68,10135.59,2304.01,867.85,0.2239,19.9309,47365655,0,0,0,0,0,0,0,688.74,0,0,0,0,0,0,201.57,126.78,0,0,0,0,0
Spain,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,105.66,95.612,100.074,271.06,0,38316.72,0,6.41,4.8,3081.63,0,7117.29,5,0,27902.65,237.46,3331.4,13719.34,133.47,13715.2,2304.01,867.18,0.2323,19.2038,47415794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070.65,279.46,0,0,0,0,0
Spain,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,144.777,101.005,103.221,271.06,0,38016.96,0,6.41,4.8,3081.63,0,7117.29,5,0,29302.84,218.02,3331.4,13719.34,133.47,18213.53,2304.01,867.18,0.3071,24.9262,47778340,,,,,,,,,,,,,,,,,,,,,
Sweden,2000,589,11771,0,0,0,6238,0,3878,13653,0,4388,0,45738,453,3690,0,0,0,1562,0,6024,10010,0,2275,0,26591.976,105.363,100.758,100,18,0,5944,0,0,0,0,0,9461,13,0,196,37,19,16506,37,3,0,1490,,,8872109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2001,581,12007,0,0,0,6185,0,4880,15263,0,4828,0,50552,577,3395,0,0,0,3746,0,8754,9798,0,2121,0,32088.955,95.767,104.25,100,19,0,5569,0,0,0,0,0,9436,22,0,273,85,45,16523,85,3,0,1778,,,8895960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2002,585,13860,0,0,0,6951,0,8557,16382,0,4182,0,48922,411,4724,0,0,0,2325,0,7734,8410,0,2180,0,29828.029,91.3,91.513,100,20,0,4602,0,0,0,0,0,9452,22,0,335,85,45,16187,85,3,0,1670,,,8924958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2003,451,13907,0,0,0,8097,0,7042,17586,0,5618,0,54063,561,3972,0,0,0,2052,0,8118,7233,0,2414,0,30454.952,106.855,105.082,100,20,0,5518,0,0,0,0,0,9441,22,0,395,85,45,16098,85,4,0,1670,,,8958229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2004,623,22735,0,0,330,6840,0,7849,15236,0,4986,0,55119,411,4427,0,0,144,1206,0,4907,7193,0,2245,0,29011.992,97.717,98.095,100,20,0,5470,0,528,0,0,0,9471,22,0,453,132,43,16302,132,4,0,1670,,,8993531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2005,607,18823,0,0,727,5516,0,5524,17867,0,5954,0,60282,259,2855,0,0,2014,1075,0,4934,7741,0,2623,0,32403.051,105.92,103.881,100,42,0,4098,0,528,0,0,0,9471,22,0,500,265.5,43,16302,145.5,4,0,2526,,,9029572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2006,617,18827,0,0,2562,5468,0,5908,18977,0,6054,0,55737,344,2143,0,0,1207,902,0,5260,7246,0,2592,0,37321.985,93.079,99.409,100,24,0,3906,0,528,0,0,0,9454,22,0,563,421.5,36,16234,328.5,5,0,3202,,,9080505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2007,670,15252,0,0,1745,7933,0,3459,17429,0,11557,0,56324,801,4216,0,0,2814,264,0,3678,5838,0,3982,0,31746.038,98.299,99.132,100,24,0,4665,0,528,0,0,0,9074,131,0,692,407,45,16592,207,6,0,2570,,,9148092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sweden,2008,333,17343,0,0,1157,6006,0,1935,18886,0,13958,0,59157,455,3484,0,0,2411,244,0,2128,5903,0,3829,0,32072.035,104.41,102.651,100,24,0,4449,0,528,0,0,0,8938,133,0,956,300.5,85,16352,211.5,8,0,2761,,,9219637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.43,0,0,0,0,0
Sweden,2009,384,16174,0,0,2878,15938,0,2551,20586,0,14209,0,55590,273,1726,0,0,3060,442,0,3567,6800,0,4605,0,32406.048,76.985,101.663,100,17,0,4424,0,528,0,0,0,8839,163,0,1312,427,108,16544,327,9,0,3142,,,9298515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
