"Heat generation (TJ) by Country/area, Technology, Producer Type and Year"

"Country/area","Technology","Producer Type","Year",Heat generation (TJ)
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2001",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2002",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2003",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2004",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2005",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2006",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2007",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2008",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2009",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2010",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2011",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2012",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2013",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2014",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2015",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2016",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2017",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2018",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2019",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2020",0.000
"Republic of Korea (the)","Fossil fuels n.e.s.","Combined Heat and Power (CHP)","2021",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2000",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2001",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2002",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2003",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2004",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2005",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2006",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2007",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2008",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2009",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2010",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2011",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2012",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2013",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2014",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2015",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2016",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2017",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2018",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2019",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2020",0.000
"Republic of Korea (the)","Nuclear","Heat (Commercial)","2021",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2000",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2001",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2002",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2003",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2004",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2005",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2006",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2007",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2008",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2009",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2010",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2011",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2012",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2013",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2014",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2015",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2016",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2017",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2018",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2019",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2020",0.000
"Republic of Korea (the)","Nuclear","Combined Heat and Power (CHP)","2021",0.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2000",1341.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2001",1443.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2002",1684.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2003",1318.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2004",1533.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2005",2972.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2006",3458.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2007",3724.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2008",3890.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2009",4332.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2010",8769.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2011",12417.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2012",18592.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2013",27144.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2014",18769.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2015",11541.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2016",14422.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2017",15410.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2018",15475.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2019",14939.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2020",15061.000
"Republic of Korea (the)","Other non-renewable energy","Heat (Commercial)","2021",15285.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2000",0.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2001",279.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2002",1340.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2003",1406.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2004",1018.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2005",612.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2006",638.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2007",1146.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2008",3182.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2009",4015.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2010",4015.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2011",6808.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2012",6104.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2013",4204.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2014",5808.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2015",3957.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2016",3799.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2017",11473.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2018",11464.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2019",10282.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2020",10647.000
"Republic of Korea (the)","Other non-renewable energy","Combined Heat and Power (CHP)","2021",11943.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2011",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Solar thermal energy","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Solar thermal energy","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2004",297.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2005",297.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2006",199.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2007",150.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2008",137.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2009",167.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2010",189.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2011",158.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2012",159.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2013",182.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2014",252.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2015",276.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2016",297.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2017",278.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2018",390.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2019",359.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2020",344.000
"Republic of Moldova (the)","Solid biofuels","Heat (Commercial)","2021",316.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Solid biofuels","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2011",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Renewable municipal waste","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Renewable municipal waste","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2011",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Liquid biofuels","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2014",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2015",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2016",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2017",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Liquid biofuels","Combined Heat and Power (CHP)","2021",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2011",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2012",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2013",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2014",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2015",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2016",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2017",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2018",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2019",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2020",0.000
"Republic of Moldova (the)","Biogas","Heat (Commercial)","2021",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2000",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2001",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2002",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2003",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2004",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2005",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2006",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2007",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2008",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2009",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2010",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2011",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2012",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2013",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2014",50.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2015",11.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2016",13.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2017",2.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2018",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2019",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2020",0.000
"Republic of Moldova (the)","Biogas","Combined Heat and Power (CHP)","2021",3.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2000",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2001",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2002",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2003",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2004",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2005",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2006",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2007",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2008",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2009",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2010",0.000
"Republic of Moldova (the)","Geothermal energy","Heat (Commercial)","2011",0.000
